ola,N,age_mean,age_sd,pct_woman,pct_edu_secondary,pct_employed,pct_swb,pct_couple,generalized_trust,neighborhood_trust,membership_mean,membership_sd,pct_multi_domain,domain_diversity
1,1304,47.190184049079754,14.567145045549326,0.6625766871165644,0.33588957055214724,0.5697852760736196,0.12653374233128833,0.5069018404907976,0.07745398773006135,0.48466257668711654,1.2937116564417177,1.3941299026292644,0.3558282208588957,0.1437457396046353
2,1304,49.342791411042946,14.645354029791,0.6671779141104295,0.3320552147239264,0.593558282208589,0.18174846625766872,0.5145705521472392,0.09969325153374232,0.5145705521472392,1.3473926380368098,1.4238488193808652,0.37116564417177916,0.1497102931152011
3,1304,53.423312883435585,14.65176043601588,0.6656441717791411,0.3282208588957055,0.5651840490797546,0.174079754601227,0.48773006134969327,0.06671779141104295,0.49233128834355827,1.2147239263803682,1.223922866807261,0.3343558282208589,0.13496932515337423
