term,contrast,estimate,std.error,statistic,p.value,s.value,conf.low,conf.high,spec,outcome,model,n_obs,wald_mean_chi2,wald_mean_df,wald_mean_p,contrast_label,sig
clase_f,1 - 2,-0.08143042799534632,0.02303681246654154,-3.53479580187646,4.080903886218758e-4,11.258823647024606,-0.12658175074837105,-0.036279105242321585,S1_trust_ref_gamma,trust,CRE/Mundlak (pooled probit + vcovCL),3891,19.348716435719197,4,6.711527640508308e-4,β vs γ,***
clase_f,3 - 2,-0.05484393846379848,0.022808154796140637,-2.4045758613089827,0.016191245300003838,5.948642239399925,-0.09954710041804862,-0.010140776509548345,S1_trust_ref_gamma,trust,CRE/Mundlak (pooled probit + vcovCL),3891,19.348716435719197,4,6.711527640508308e-4,α vs γ,*
clase_f,1 - 2,-0.05546407687885086,0.03223964397624576,-1.7203687770161764,0.0853654287815535,3.550204263059656,-0.11865261794668625,0.007724464188984516,S1_nh_ref_gamma,trust_nh,CRE/Mundlak (pooled probit + vcovCL),3891,223.38722195494785,4,0,β vs γ,.
clase_f,3 - 2,-0.08100599602307881,0.029942536275355983,-2.70538191147656,0.006822590084759393,7.195464745843857,-0.13969228872856063,-0.022319703317597007,S1_nh_ref_gamma,trust_nh,CRE/Mundlak (pooled probit + vcovCL),3891,223.38722195494785,4,0,α vs γ,**
