term,contrast,estimate,std.error,statistic,p.value,s.value,conf.low,conf.high,outcome,ref_clase,ref_label,with_controls,spec,n_obs
clase_f,2 - 1,0.09844073081981324,0.023407755944090676,4.2054749312552,2.6053446766348684e-5,15.228166226548224,0.05256237221049215,0.14431908942913432,trust,1,β (Closed/Clustering),FALSE,A1_M1,3891
clase_f,3 - 1,0.03243094168436586,0.009810747786551027,3.3056544098324,9.475487865652966e-4,10.043512154129735,0.013202229361319796,0.051659654007411925,trust,1,β (Closed/Clustering),FALSE,A1_M1,3891
clase_f,2 - 1,0.09017109701655476,0.023269521478685114,3.875073112231874,1.0659269087528607e-4,13.19560386452462,0.044563672980850726,0.1357785210522588,trust,1,β (Closed/Clustering),TRUE,A1_M2,3891
clase_f,3 - 1,0.0289853354064127,0.00985449720902363,2.941330723587929,0.0032680540710796806,8.257352431094901,0.009670875790975909,0.04829979502184949,trust,1,β (Closed/Clustering),TRUE,A1_M2,3891
clase_f,2 - 1,0.05974300856614786,0.03362145708301609,1.7769309765080674,0.07557959703649064,3.7258593630927854,-0.00615383642432276,0.12563985355661847,trust_nh,1,β (Closed/Clustering),FALSE,A1_M3,3891
clase_f,3 - 1,-0.049431644087478466,0.02194794072874297,-2.2522224156885433,0.024308220162426737,5.362411926060222,-0.09244881745063446,-0.006414470724322462,trust_nh,1,β (Closed/Clustering),FALSE,A1_M3,3891
clase_f,2 - 1,0.04627803160121507,0.03415939721670469,1.3547672199140592,0.17549173357594566,2.5105250199693,-0.020673156677123876,0.113229219879554,trust_nh,1,β (Closed/Clustering),TRUE,A1_M4,3891
clase_f,3 - 1,-0.051594188641624704,0.022265930626891837,-2.317180876298584,0.020493880816167438,5.608662984142241,-0.09523461075260004,-0.007953766530649366,trust_nh,1,β (Closed/Clustering),TRUE,A1_M4,3891
