State_1,State_2,State_3,item
0.18245475456325347,0.6100271694251159,0.6015142866589321,c12_01
0.08296497177721641,0.4835522848979111,0.6653467775592726,c12_02
0.016505947521282018,0.2762333967521024,0.02538496203118412,c12_03
0.08899412353206662,0.3888627387383887,0.028574624097527198,c12_04
0.02923140231134983,0.44997713949650914,0.009545394115547851,c12_05
0.0531614836797948,0.537703373714948,0.1315260691683468,c12_06
0.11289120182920848,0.3959063032823724,0.04616386487661272,c12_07
0.020684597681846658,0.2359914296947791,0.015057606662589238,c12_08
