term,contrast,estimate,std.error,statistic,p.value,s.value,conf.low,conf.high,outcome,ref_clase,ref_label,with_controls,spec,n_obs,n_id,vcov_type,sigma_u,contrast_label
clase_f,1 - 2,-0.12807417814065378,0.02590304468526323,-4.944367725756879,7.639138868227345e-7,20.320086646442412,-0.17884321281370136,-0.0773051434676062,conf_gral,2,γ (Bridging/Broker),TRUE,Sens_Bridging,3865,1297,model_vcov (fallback),0.6383,β vs γ
clase_f,3 - 2,-0.09677333141891022,0.025364377394379845,-3.815324536227447,1.3600406885560078e-4,12.84406256608863,-0.1464865976021766,-0.04706006523564383,conf_gral,2,γ (Bridging/Broker),TRUE,Sens_Bridging,3865,1297,model_vcov (fallback),0.6383,α vs γ
clase_f,2 - 1,0.12807441859785576,0.0259032181354092,4.944343900759593,7.640073088670091e-7,20.319910224359216,0.07730504396876897,0.17884379322694255,conf_gral,1,β (Closed/Clustering),TRUE,Sens_Closed,3865,1297,model_vcov (fallback),0.6383,γ vs β
clase_f,3 - 1,0.031300938161963845,0.0122034918642947,2.5649165427433895,0.010320062434850797,6.598404490895616,0.007382533622318676,0.05521934270160901,conf_gral,1,β (Closed/Clustering),TRUE,Sens_Closed,3865,1297,model_vcov (fallback),0.6383,α vs β
