term,contrast,estimate,std.error,statistic,p.value,s.value,conf.low,conf.high,spec,outcome,model,n_obs,contrast_label,sig
clase_f,1 - 2,-0.07609255600809996,0.021707879406493102,-3.5052966060489403,4.5609884871290903e-4,11.098365851007527,-0.11863921782556515,-0.033545894190634765,S3_trust_ref_gamma,trust,Cross-lagged,2594,β vs γ,***
clase_f,3 - 2,-0.049694947708768936,0.021088977639266326,-2.356441765874896,0.018450960382448478,5.760160278478965,-0.09102858435250145,-0.008361311065036417,S3_trust_ref_gamma,trust,Cross-lagged,2594,α vs γ,*
clase_f,1 - 2,-0.058585699244801975,0.03258139315063871,-1.7981336456035948,0.07215583156893504,3.792740193040214,-0.12244405638619384,0.005272657896589886,S3_nh_ref_gamma,trust_nh,Cross-lagged,2594,β vs γ,.
clase_f,3 - 2,-0.07476981587901405,0.030682260984260024,-2.4369069775324217,0.014813489551151275,6.076944659537358,-0.13490594237242215,-0.014633689385605941,S3_nh_ref_gamma,trust_nh,Cross-lagged,2594,α vs γ,*
