spec,outcome,coding,N,contrast,estimate,std.error,statistic,p.value,conf.low,conf.high,sig
AO_M1_trust_noctrl,trust,active_only,3891,1 - 2,-0.02073930106563686,0.013527444823994216,-1.5331277514324553,0.12524438119773443,-0.04725260572351829,0.005774003592244569,
AO_M1_trust_noctrl,trust,active_only,3891,3 - 2,-0.014404135216500621,0.011842382439666822,-1.2163207268372827,0.22386276888030718,-0.03761477828939717,0.008806507856395925,
AO_M2_trust_ctrl,trust,active_only,3891,1 - 2,0.012991971815807381,0.013363167284584481,0.9722224933002743,0.3309398727266747,-0.013199354781362107,0.039183298412976866,
AO_M2_trust_ctrl,trust,active_only,3891,3 - 2,0.008226943166795637,0.009864666714692527,0.8339808535591325,0.4042917731532144,-0.011107448313492769,0.027561334647084042,
AO_M3_trustnh_noctrl,trust_nh,active_only,3891,1 - 2,-0.016696078160238596,0.033977025075815,-0.49139317297449153,0.6231483919071674,-0.0832898236106503,0.049897667290173094,
AO_M3_trustnh_noctrl,trust_nh,active_only,3891,3 - 2,-0.038808753597817776,0.028239357707972246,-1.374278905318788,0.16935511258919284,-0.09415687765198694,0.016539370456351385,
AO_M4_trustnh_ctrl,trust_nh,active_only,3891,1 - 2,-0.0027842127250229595,0.0325695291255995,-0.08548520042417748,0.9318756607510019,-0.0666193168046263,0.06105089135458037,
AO_M4_trustnh_ctrl,trust_nh,active_only,3891,3 - 2,-0.010199937159096048,0.02657420452388997,-0.38382850368771704,0.7011055603558765,-0.062284420943721754,0.04188454662552966,
