idencuesta,ola,social_trust,trust_nb,clase,m0_sexo,m0_edad,age10,swb,employed,couple,t02_01
8108094,3,1,1,1,1,52,0.20596247751220745,0,1,1,5
8108095,3,0,0,3,2,51,0.10596247751220744,0,1,0,4
8108097,3,0,1,3,1,57,0.7059624775122074,1,1,0,4
8108101,3,0,0,3,1,32,-1.7940375224877925,0,1,1,5
8108121,3,0,1,3,1,42,-0.7940375224877926,0,1,1,4
8108127,3,1,1,1,2,42,-0.7940375224877926,0,1,0,4
8108131,3,0,1,1,2,50,0.005962477512207442,1,0,1,5
8108132,3,0,0,3,1,38,-1.1940375224877926,0,0,1,3
8108133,3,0,1,1,2,59,0.9059624775122075,0,0,0,4
8108141,3,0,1,3,1,53,0.30596247751220745,0,1,1,4
8108145,3,0,0,3,1,38,-1.1940375224877926,0,1,0,5
8110011,3,0,1,2,2,74,2.4059624775122073,1,1,1,4
8110014,3,0,1,1,2,59,0.9059624775122075,0,0,1,5
8110022,3,0,1,2,1,67,1.7059624775122075,0,0,1,4
8110025,3,0,1,3,1,56,0.6059624775122074,0,1,1,4
8110033,3,0,0,3,2,42,-0.7940375224877926,0,0,1,4
8110041,3,0,0,3,2,40,-0.9940375224877925,0,1,0,1
8110042,3,0,0,3,1,52,0.20596247751220745,0,1,0,2
8110043,3,0,0,3,1,29,-2.0940375224877927,0,1,1,2
8110044,3,0,0,3,2,26,-2.3940375224877926,0,1,0,4
8110063,3,0,1,1,2,56,0.6059624775122074,0,0,1,5
8110071,3,0,1,2,1,58,0.8059624775122074,0,0,1,4
8110072,3,0,0,3,2,43,-0.6940375224877926,0,1,0,4
8110073,3,0,1,1,2,75,2.5059624775122074,0,0,0,5
8110081,3,0,0,3,2,54,0.40596247751220743,0,1,0,1
8110083,3,0,1,1,2,56,0.6059624775122074,0,0,0,4
8110091,3,0,1,1,2,71,2.1059624775122074,0,0,1,3
8110094,3,0,1,1,2,39,-1.0940375224877925,0,0,0,3
8110095,3,0,0,1,2,70,2.0059624775122074,0,0,0,4
8110102,3,0,1,3,1,37,-1.2940375224877925,0,1,1,3
8110104,3,0,1,3,1,57,0.7059624775122074,0,1,0,4
8110105,3,0,1,3,2,63,1.3059624775122074,0,1,0,5
8110111,3,0,0,3,2,71,2.1059624775122074,0,1,0,5
8110112,3,0,0,2,2,60,1.0059624775122074,1,1,1,1
8110114,3,0,1,2,2,48,-0.19403752248779255,1,1,1,5
8110115,3,0,1,3,2,48,-0.19403752248779255,1,1,0,1
8110121,3,0,1,3,1,30,-1.9940375224877926,0,0,0,4
8110125,3,0,1,1,1,57,0.7059624775122074,1,1,1,5
8110132,3,0,1,3,2,55,0.5059624775122075,0,1,1,4
8110145,3,0,0,1,2,74,2.4059624775122073,0,0,1,1
8110155,3,0,0,2,1,30,-1.9940375224877926,0,0,0,4
8111014,3,0,0,1,2,66,1.6059624775122074,0,0,1,5
8111023,3,0,1,3,1,43,-0.6940375224877926,0,1,0,5
8111025,3,0,0,3,2,48,-0.19403752248779255,0,0,1,4
8111033,3,0,1,2,2,21,-2.8940375224877926,0,0,0,5
8111035,3,0,1,1,2,49,-0.09403752248779255,0,1,1,4
8111042,3,0,1,1,2,74,2.4059624775122073,0,0,1,4
8111045,3,0,0,1,2,61,1.1059624775122074,0,1,1,4
8111053,3,1,1,1,1,61,1.1059624775122074,1,1,1,4
8112011,3,1,0,3,2,63,1.3059624775122074,0,0,0,4
8112013,3,0,1,1,2,74,2.4059624775122073,0,0,0,5
8112014,3,0,1,1,2,68,1.8059624775122074,0,0,0,2
8112015,3,0,1,1,2,68,1.8059624775122074,0,0,1,5
8112033,3,0,1,1,1,72,2.2059624775122075,1,0,0,4
8112034,3,0,0,1,2,55,0.5059624775122075,0,0,1,4
8112044,3,0,1,1,2,77,2.7059624775122075,0,0,0,4
8112045,3,0,1,1,2,57,0.7059624775122074,0,1,0,4
8112046,3,0,1,3,1,27,-2.2940375224877925,0,1,0,4
8112051,3,0,1,1,1,62,1.2059624775122075,1,1,0,5
8112054,3,0,1,3,1,63,1.3059624775122074,0,1,1,5
8112061,3,0,1,2,1,66,1.6059624775122074,0,1,1,4
8112065,3,0,1,1,2,63,1.3059624775122074,1,1,0,4
8112074,3,1,1,2,2,57,0.7059624775122074,0,1,1,4
8112075,3,0,1,1,2,63,1.3059624775122074,0,1,1,4
8304023,3,0,0,1,1,38,-1.1940375224877926,0,1,1,4
8304032,3,0,1,3,1,80,3.0059624775122074,1,0,1,5
8304041,3,0,0,1,1,76,2.6059624775122074,0,0,1,5
8304043,3,0,1,3,1,29,-2.0940375224877927,0,1,1,4
8304051,3,0,0,3,2,46,-0.39403752248779256,0,0,0,4
8304062,3,0,0,1,2,54,0.40596247751220743,0,1,0,4
8304081,3,0,0,1,2,53,0.30596247751220745,0,0,1,4
8305011,3,0,0,1,2,65,1.5059624775122074,0,0,1,5
8305022,3,0,0,1,1,74,2.4059624775122073,0,0,1,4
8305023,3,0,0,1,2,41,-0.8940375224877926,0,1,1,4
8305032,3,0,1,3,1,29,-2.0940375224877927,0,1,1,4
8305043,3,0,0,3,1,44,-0.5940375224877925,0,1,1,4
8305051,3,0,0,3,2,52,0.20596247751220745,0,0,0,2
8305052,3,0,0,3,1,36,-1.3940375224877926,0,1,0,4
8305053,3,0,1,3,1,47,-0.2940375224877926,0,1,1,4
8305071,3,1,0,3,1,33,-1.6940375224877926,0,0,1,3
8305092,3,0,1,1,1,76,2.6059624775122074,0,0,0,5
8305101,3,0,0,3,2,36,-1.3940375224877926,0,0,0,4
8305102,3,0,0,1,2,63,1.3059624775122074,0,1,0,3
8305111,3,0,0,3,2,26,-2.3940375224877926,0,0,1,4
8310012,3,0,1,1,2,60,1.0059624775122074,0,0,1,5
8310013,3,0,1,3,2,32,-1.7940375224877925,0,1,1,4
8310021,3,0,0,3,1,77,2.7059624775122075,0,0,0,4
8310022,3,0,1,1,1,69,1.9059624775122075,0,0,1,4
8310023,3,0,0,3,2,63,1.3059624775122074,0,0,0,4
8404013,3,0,1,3,2,22,-2.7940375224877925,0,0,0,4
8404021,3,0,1,1,2,60,1.0059624775122074,1,0,1,4
8404023,3,0,0,3,1,60,1.0059624775122074,0,1,1,4
8404033,3,0,0,3,2,70,2.0059624775122074,0,0,1,2
8404041,3,1,1,2,1,25,-2.4940375224877926,0,0,0,5
8404042,3,0,1,2,1,34,-1.5940375224877925,1,1,1,5
8404043,3,0,1,1,2,39,-1.0940375224877925,0,1,0,5
8404062,3,1,1,1,2,51,0.10596247751220744,1,0,1,5
8404063,3,0,1,1,1,38,-1.1940375224877926,0,0,1,4
8404071,3,0,0,1,2,40,-0.9940375224877925,0,1,1,4
8404072,3,0,1,1,2,58,0.8059624775122074,0,1,1,4
8404073,3,0,1,1,2,72,2.2059624775122075,0,0,1,5
8404082,3,1,1,1,1,55,0.5059624775122075,0,1,1,5
8404091,3,0,1,1,2,62,1.2059624775122075,0,1,0,5
8404092,3,0,0,1,2,60,1.0059624775122074,0,0,0,4
8404103,3,0,1,2,2,44,-0.5940375224877925,0,1,1,4
8413012,3,0,1,2,1,60,1.0059624775122074,1,1,0,4
8413021,3,0,1,1,2,51,0.10596247751220744,0,1,0,5
8413041,3,0,0,3,1,48,-0.19403752248779255,0,1,0,4
8413043,3,0,1,1,2,47,-0.2940375224877926,0,1,0,4
8413063,3,1,1,3,2,50,0.005962477512207442,1,1,0,4
8413064,3,0,1,3,1,63,1.3059624775122074,1,1,1,4
8413075,3,0,0,3,2,41,-0.8940375224877926,0,0,1,5
8413081,3,0,0,1,2,52,0.20596247751220745,0,1,1,4
8413093,3,0,0,1,2,58,0.8059624775122074,0,1,1,4
8413111,3,0,0,3,1,52,0.20596247751220745,0,1,0,4
8413113,3,0,1,3,2,43,-0.6940375224877926,0,0,0,4
9101013,3,1,1,3,2,72,2.2059624775122075,0,0,1,4
9101031,3,0,1,3,1,37,-1.2940375224877925,0,1,0,5
9101033,3,0,1,1,1,70,2.0059624775122074,0,0,1,5
9101041,3,0,1,2,1,26,-2.3940375224877926,0,1,1,4
9101051,3,0,1,3,1,57,0.7059624775122074,1,1,1,5
9101062,3,0,0,1,2,50,0.005962477512207442,0,0,0,5
9101063,3,0,1,1,1,74,2.4059624775122073,0,0,0,5
9101071,3,0,1,1,2,35,-1.4940375224877926,1,1,1,5
9101093,3,0,0,1,2,44,-0.5940375224877925,0,1,0,4
9101101,3,0,0,1,2,66,1.6059624775122074,0,0,0,4
9101112,3,0,0,1,2,45,-0.49403752248779254,0,1,1,4
9101113,3,0,0,3,2,53,0.30596247751220745,0,0,1,4
9101141,3,0,0,3,2,50,0.005962477512207442,0,1,0,5
9101152,3,0,0,3,2,31,-1.8940375224877926,0,1,1,4
9101161,3,0,1,1,2,59,0.9059624775122075,0,0,1,5
9101162,3,0,0,2,1,60,1.0059624775122074,1,1,1,2
9101163,3,0,0,3,2,34,-1.5940375224877925,0,0,0,2
9101172,3,0,1,3,1,33,-1.6940375224877926,0,1,1,4
9101173,3,0,0,3,1,24,-2.5940375224877927,1,0,0,3
9101181,3,0,1,2,1,59,0.9059624775122075,0,1,1,5
9101192,3,0,1,3,1,48,-0.19403752248779255,0,1,1,5
9101193,3,1,1,3,2,49,-0.09403752248779255,1,1,1,4
9101202,3,0,1,1,1,63,1.3059624775122074,1,1,1,4
9101222,3,0,0,3,2,24,-2.5940375224877927,0,1,0,3
9101223,3,0,0,1,2,23,-2.6940375224877924,0,0,1,2
9102013,3,0,0,1,2,73,2.3059624775122076,0,0,0,3
9102032,3,0,1,1,2,45,-0.49403752248779254,0,1,0,5
9102042,3,0,1,1,2,70,2.0059624775122074,0,0,0,4
9102051,3,0,0,1,1,50,0.005962477512207442,0,1,0,4
9102052,3,0,0,1,2,38,-1.1940375224877926,0,1,0,5
9102053,3,0,0,3,2,48,-0.19403752248779255,0,1,0,4
9102082,3,0,0,1,2,49,-0.09403752248779255,0,1,0,2
9102112,3,0,1,2,2,39,-1.0940375224877925,0,0,1,4
9108011,3,0,1,1,2,60,1.0059624775122074,0,1,0,5
9108012,3,0,1,1,2,54,0.40596247751220743,0,0,0,5
9108013,3,0,1,1,2,74,2.4059624775122073,0,0,1,5
9108031,3,0,1,3,2,31,-1.8940375224877926,1,1,1,3
9108033,3,0,0,1,2,52,0.20596247751220745,0,1,0,4
9108041,3,0,0,3,1,21,-2.8940375224877926,0,1,0,4
9108042,3,0,0,1,2,41,-0.8940375224877926,0,1,0,2
9108043,3,0,1,1,2,58,0.8059624775122074,0,0,1,5
9108073,3,0,1,1,2,44,-0.5940375224877925,0,1,0,5
9108082,3,0,1,1,2,45,-0.49403752248779254,0,1,1,5
9108083,3,0,1,1,2,51,0.10596247751220744,0,0,0,5
9108092,3,1,1,1,2,58,0.8059624775122074,0,1,0,5
9108101,3,0,0,1,2,53,0.30596247751220745,0,1,0,5
9108102,3,0,1,1,2,51,0.10596247751220744,0,1,1,2
9108111,3,1,0,1,2,39,-1.0940375224877925,0,0,1,4
9109022,3,0,1,3,2,46,-0.39403752248779256,0,1,1,5
9109031,3,0,1,1,2,55,0.5059624775122075,0,1,0,5
9109032,3,0,1,2,1,53,0.30596247751220745,1,1,1,5
9109033,3,0,0,3,1,58,0.8059624775122074,0,1,0,2
9109042,3,0,1,1,2,48,-0.19403752248779255,0,1,1,5
9109043,3,0,1,1,2,66,1.6059624775122074,0,0,0,5
9109053,3,1,1,2,1,49,-0.09403752248779255,1,1,1,5
9109061,3,0,1,1,1,67,1.7059624775122075,1,0,1,3
9109063,3,0,1,3,2,62,1.2059624775122075,1,0,1,5
9109072,3,0,0,3,1,40,-0.9940375224877925,0,1,1,4
9109082,3,0,1,1,2,36,-1.3940375224877926,0,0,1,4
9109091,3,0,1,1,2,51,0.10596247751220744,0,0,1,4
9109111,3,0,1,1,2,70,2.0059624775122074,0,0,0,4
9109112,3,0,0,1,2,65,1.5059624775122074,0,0,0,4
9111011,3,0,0,3,1,34,-1.5940375224877925,0,1,1,3
9111021,3,0,1,3,1,35,-1.4940375224877926,1,1,1,5
9111023,3,0,1,1,2,63,1.3059624775122074,0,1,1,5
9111032,3,0,1,3,1,55,0.5059624775122075,0,1,1,4
9111041,3,0,0,3,1,39,-1.0940375224877925,0,1,1,4
9111042,3,0,1,1,2,40,-0.9940375224877925,0,0,1,4
9111053,3,0,0,1,1,59,0.9059624775122075,0,0,1,4
9111061,3,0,1,3,1,39,-1.0940375224877925,1,1,1,4
9111062,3,0,1,1,2,33,-1.6940375224877926,0,1,1,4
9111071,3,0,0,3,1,42,-0.7940375224877926,0,1,0,4
9111072,3,0,1,3,2,42,-0.7940375224877926,0,1,0,4
9111073,3,0,0,3,1,33,-1.6940375224877926,0,1,1,3
9111091,3,0,0,3,2,38,-1.1940375224877926,0,1,0,5
9111093,3,0,1,1,2,50,0.005962477512207442,0,1,0,5
9112013,3,1,0,1,2,55,0.5059624775122075,0,1,1,2
9112021,3,0,0,1,2,67,1.7059624775122075,0,1,0,4
9112043,3,1,1,3,2,32,-1.7940375224877925,0,1,0,4
9201022,3,0,1,1,2,65,1.5059624775122074,1,0,0,5
9201042,3,0,0,1,2,73,2.3059624775122076,0,0,0,4
9201043,3,0,1,3,2,54,0.40596247751220743,0,1,0,4
9201083,3,0,0,1,1,47,-0.2940375224877926,0,1,1,5
9201102,3,0,1,3,1,50,0.005962477512207442,1,1,1,4
9201103,3,0,0,1,1,60,1.0059624775122074,0,1,0,3
9201112,3,0,1,3,1,57,0.7059624775122074,1,1,1,4
9201123,3,1,1,3,1,45,-0.49403752248779254,0,0,1,4
9201132,3,0,0,3,2,45,-0.49403752248779254,1,0,1,4
9201141,3,1,1,3,1,50,0.005962477512207442,0,0,1,4
9201153,3,0,0,3,1,39,-1.0940375224877925,0,1,0,2
9201173,3,0,0,3,2,35,-1.4940375224877926,0,1,1,4
9201181,3,0,1,3,1,36,-1.3940375224877926,0,1,0,4
9201182,3,0,0,1,2,48,-0.19403752248779255,0,0,0,1
9201183,3,0,0,3,2,22,-2.7940375224877925,0,0,0,4
9201193,3,0,0,1,1,71,2.1059624775122074,1,0,1,4
9201203,3,0,0,1,1,74,2.4059624775122073,0,0,1,4
9201211,3,0,0,1,2,63,1.3059624775122074,0,0,1,4
9201212,3,0,1,3,2,25,-2.4940375224877926,0,1,1,4
9201213,3,0,1,1,2,50,0.005962477512207442,0,0,1,4
9201223,3,0,0,1,1,75,2.5059624775122074,0,0,1,4
9201231,3,0,1,1,2,54,0.40596247751220743,0,1,1,4
9201242,3,0,0,1,1,37,-1.2940375224877925,1,1,1,1
10101012,3,0,1,1,1,63,1.3059624775122074,0,1,1,4
10101022,3,0,0,1,2,59,0.9059624775122075,0,1,0,4
10101032,3,0,0,1,1,72,2.2059624775122075,0,1,1,4
10101043,3,0,1,3,1,50,0.005962477512207442,0,1,1,3
10101061,3,0,1,1,2,36,-1.3940375224877926,0,1,1,4
10101063,3,0,0,2,2,37,-1.2940375224877925,0,1,1,4
10101073,3,0,0,1,2,61,1.1059624775122074,0,1,1,3
10101082,3,1,1,3,2,43,-0.6940375224877926,0,1,1,4
10101091,3,0,0,3,2,49,-0.09403752248779255,0,0,1,4
10101092,3,0,1,1,2,38,-1.1940375224877926,0,0,0,4
10101093,3,0,1,2,1,24,-2.5940375224877927,0,1,1,2
10101101,3,1,1,2,2,30,-1.9940375224877926,0,1,0,4
10101103,3,0,0,3,1,29,-2.0940375224877927,0,1,0,3
10101121,3,0,1,1,2,75,2.5059624775122074,1,0,1,5
10101141,3,0,1,1,1,59,0.9059624775122075,0,1,1,4
10101143,3,0,0,3,2,48,-0.19403752248779255,0,0,1,4
10101152,3,0,1,3,2,49,-0.09403752248779255,0,1,1,4
10101153,3,1,0,3,1,27,-2.2940375224877925,0,1,0,3
10101163,3,0,1,1,1,58,0.8059624775122074,0,1,0,4
10101171,3,1,1,3,1,28,-2.1940375224877924,0,1,0,3
10101181,3,0,0,3,2,38,-1.1940375224877926,0,1,1,4
10101183,3,0,0,3,1,28,-2.1940375224877924,0,1,0,4
10101192,3,0,1,3,2,44,-0.5940375224877925,0,1,0,4
10101193,3,0,1,3,2,20,-2.9940375224877926,1,1,1,5
10101201,3,0,1,3,2,38,-1.1940375224877926,0,0,1,4
10101202,3,0,0,1,2,63,1.3059624775122074,0,0,0,2
10101211,3,1,1,2,2,55,0.5059624775122075,0,1,0,4
10101223,3,1,1,3,1,60,1.0059624775122074,0,1,0,4
10101231,3,1,1,3,1,57,0.7059624775122074,0,1,0,4
10109022,3,0,0,1,2,56,0.6059624775122074,0,1,1,4
10109032,3,0,0,3,2,25,-2.4940375224877926,0,1,0,4
10109033,3,0,0,1,2,42,-0.7940375224877926,0,1,1,5
11201012,3,0,0,3,2,38,-1.1940375224877926,1,0,0,4
11201013,3,0,1,2,2,30,-1.9940375224877926,0,1,0,1
11201031,3,0,1,2,1,39,-1.0940375224877925,0,1,0,4
11201053,3,0,1,1,2,59,0.9059624775122075,0,0,1,3
11201063,3,1,1,1,2,69,1.9059624775122075,0,1,0,5
11201081,3,0,1,3,1,21,-2.8940375224877926,0,0,0,5
11201091,3,0,0,2,2,34,-1.5940375224877925,0,0,1,4
11201092,3,0,1,1,2,65,1.5059624775122074,1,0,1,4
11201102,3,0,1,2,1,60,1.0059624775122074,0,1,1,4
11201111,3,0,1,2,1,36,-1.3940375224877926,0,1,1,4
13101025,3,1,1,3,2,42,-0.7940375224877926,1,1,0,5
13101034,3,0,0,3,1,31,-1.8940375224877926,0,1,0,5
13101053,3,0,0,3,2,47,-0.2940375224877926,0,1,1,4
13101102,3,0,0,1,2,45,-0.49403752248779254,0,0,1,4
13101103,3,0,0,3,1,37,-1.2940375224877925,0,1,0,4
13101107,3,1,1,2,2,65,1.5059624775122074,1,1,0,2
13101108,3,1,1,2,1,42,-0.7940375224877926,0,0,0,2
13101117,3,0,1,3,2,67,1.7059624775122075,1,0,1,5
13101122,3,0,1,2,1,47,-0.2940375224877926,0,1,1,4
13101135,3,0,0,3,2,38,-1.1940375224877926,0,1,0,3
13101151,3,1,1,3,2,54,0.40596247751220743,0,1,1,4
13101157,3,1,1,2,1,72,2.2059624775122075,0,1,1,4
13102014,3,0,0,3,2,45,-0.49403752248779254,0,0,1,4
13102017,3,0,0,3,1,26,-2.3940375224877926,0,0,0,4
13102023,3,0,0,2,2,45,-0.49403752248779254,0,1,0,3
13102025,3,0,0,3,2,65,1.5059624775122074,0,0,0,4
13102035,3,0,0,1,1,54,0.40596247751220743,0,1,1,2
13102038,3,0,0,1,2,53,0.30596247751220745,0,1,1,2
13103015,3,1,0,3,1,36,-1.3940375224877926,0,1,0,2
13103041,3,0,1,3,1,34,-1.5940375224877925,1,1,1,5
13103043,3,0,0,3,2,49,-0.09403752248779255,0,1,0,4
13103045,3,0,1,3,2,67,1.7059624775122075,0,1,1,4
13104012,3,0,0,3,2,67,1.7059624775122075,1,0,1,1
13104013,3,0,0,1,2,72,2.2059624775122075,0,0,0,2
13104014,3,0,1,3,2,58,0.8059624775122074,0,1,1,4
13104024,3,0,0,3,2,65,1.5059624775122074,0,1,1,4
13104031,3,0,1,3,1,57,0.7059624775122074,0,0,0,5
13104032,3,0,1,1,2,53,0.30596247751220745,0,0,1,5
13104033,3,0,1,3,1,33,-1.6940375224877926,0,1,0,5
13104043,3,0,1,3,1,66,1.6059624775122074,0,1,1,4
13105013,3,0,1,3,2,29,-2.0940375224877927,0,1,1,4
13105015,3,0,1,1,2,54,0.40596247751220743,0,0,1,5
13105016,3,0,0,3,2,34,-1.5940375224877925,0,0,1,4
13105023,3,0,1,3,2,59,0.9059624775122075,0,0,1,4
13105026,3,1,1,3,1,33,-1.6940375224877926,0,1,0,4
13105031,3,0,1,2,2,25,-2.4940375224877926,0,1,0,1
13105033,3,0,0,1,2,66,1.6059624775122074,0,1,0,4
13105037,3,0,1,2,1,47,-0.2940375224877926,0,1,1,4
13105042,3,0,0,1,2,61,1.1059624775122074,1,0,1,4
13105043,3,0,0,3,2,21,-2.8940375224877926,0,0,0,2
13105044,3,0,1,3,2,55,0.5059624775122075,0,0,1,4
13105045,3,0,0,3,2,37,-1.2940375224877925,0,1,1,3
13106012,3,0,0,3,2,67,1.7059624775122075,0,0,0,3
13106014,3,0,1,3,2,25,-2.4940375224877926,0,1,0,4
13106015,3,0,1,1,1,72,2.2059624775122075,0,0,0,5
13106024,3,0,1,3,2,53,0.30596247751220745,0,0,1,4
13106027,3,0,1,3,2,58,0.8059624775122074,1,0,1,4
13106028,3,0,1,1,2,67,1.7059624775122075,0,0,1,2
13106033,3,0,0,3,2,50,0.005962477512207442,0,0,1,4
13106046,3,0,1,1,2,55,0.5059624775122075,0,1,0,3
13106049,3,0,0,2,1,59,0.9059624775122075,0,1,1,4
13107013,3,0,1,1,2,38,-1.1940375224877926,0,0,1,5
13107015,3,0,1,3,2,33,-1.6940375224877926,0,1,0,4
13107016,3,0,1,1,2,77,2.7059624775122075,0,1,0,3
13107017,3,0,0,1,1,72,2.2059624775122075,0,0,0,4
13107033,3,0,0,2,2,36,-1.3940375224877926,1,0,1,2
13107035,3,0,1,1,2,61,1.1059624775122074,0,1,0,5
13108012,3,0,0,3,2,52,0.20596247751220745,0,1,0,3
13108013,3,0,0,3,1,62,1.2059624775122075,0,0,1,4
13108021,3,0,1,3,2,53,0.30596247751220745,0,1,0,4
13108031,3,0,0,2,1,20,-2.9940375224877926,1,0,0,4
13108037,3,0,1,3,2,37,-1.2940375224877925,0,1,0,4
13109011,3,1,1,2,2,40,-0.9940375224877925,1,0,0,4
13109013,3,1,1,3,1,28,-2.1940375224877924,0,1,0,5
13109017,3,0,0,2,1,58,0.8059624775122074,1,1,1,4
13109022,3,0,0,3,1,32,-1.7940375224877925,0,1,1,1
13109034,3,0,0,3,1,33,-1.6940375224877926,0,1,1,4
13110011,3,0,0,1,2,77,2.7059624775122075,0,0,0,4
13110014,3,0,0,3,2,62,1.2059624775122075,0,1,1,3
13110015,3,0,0,1,2,54,0.40596247751220743,0,0,1,3
13110016,3,0,0,1,2,72,2.2059624775122075,1,0,1,4
13110023,3,1,1,1,2,58,0.8059624775122074,0,1,0,4
13110057,3,0,0,3,1,33,-1.6940375224877926,0,1,0,4
13110061,3,0,0,3,2,57,0.7059624775122074,1,1,1,4
13110065,3,0,1,1,2,67,1.7059624775122075,0,1,0,3
13110071,3,0,1,1,2,29,-2.0940375224877927,0,1,0,4
13110073,3,0,1,3,1,60,1.0059624775122074,0,1,1,4
13110074,3,0,1,1,2,62,1.2059624775122075,1,0,0,5
13110076,3,0,0,1,2,21,-2.8940375224877926,1,0,0,4
13110092,3,1,0,3,2,47,-0.2940375224877926,0,1,1,1
13110094,3,0,1,1,2,67,1.7059624775122075,0,0,1,2
13110101,3,0,1,3,1,62,1.2059624775122075,1,1,0,3
13110103,3,0,1,1,2,59,0.9059624775122075,0,1,0,4
13110111,3,0,1,1,2,42,-0.7940375224877926,0,0,1,4
13110116,3,0,1,3,1,29,-2.0940375224877927,0,0,0,4
13111013,3,1,1,1,2,61,1.1059624775122074,1,1,0,3
13111015,3,0,1,3,2,36,-1.3940375224877926,1,0,1,1
13111021,3,0,0,3,2,65,1.5059624775122074,0,0,0,4
13111022,3,0,0,1,2,50,0.005962477512207442,0,1,0,4
13111024,3,0,0,1,2,44,-0.5940375224877925,0,0,1,3
13111034,3,0,1,3,1,62,1.2059624775122075,0,1,1,4
13111036,3,0,0,1,2,56,0.6059624775122074,0,1,1,4
13112011,3,0,0,2,2,18,-3.1940375224877924,0,0,0,1
13112021,3,0,0,3,2,37,-1.2940375224877925,1,1,1,3
13112022,3,0,0,1,2,51,0.10596247751220744,0,1,1,4
13112024,3,0,1,3,2,51,0.10596247751220744,0,1,1,4
13112032,3,0,0,3,2,70,2.0059624775122074,0,0,0,4
13112033,3,0,0,2,2,42,-0.7940375224877926,1,1,0,2
13112035,3,0,0,3,2,43,-0.6940375224877926,0,0,0,1
13112037,3,0,0,2,2,23,-2.6940375224877924,0,0,0,2
13112041,3,0,0,3,2,32,-1.7940375224877925,1,1,0,2
13112042,3,0,0,3,2,35,-1.4940375224877926,0,1,0,2
13112044,3,0,0,1,1,68,1.8059624775122074,0,1,0,2
13112053,3,0,0,1,1,69,1.9059624775122075,0,0,0,2
13112054,3,1,1,1,2,45,-0.49403752248779254,0,0,1,4
13112062,3,0,1,3,1,68,1.8059624775122074,0,1,1,4
13112063,3,1,0,2,1,54,0.40596247751220743,1,1,1,4
13112065,3,0,0,3,1,37,-1.2940375224877925,0,1,1,1
13113011,3,1,1,3,1,67,1.7059624775122075,1,0,1,4
13113013,3,1,1,2,1,65,1.5059624775122074,1,1,0,4
13113015,3,0,1,2,2,47,-0.2940375224877926,1,1,0,5
13113034,3,0,1,3,2,22,-2.7940375224877925,1,0,0,5
13114021,3,1,1,3,2,47,-0.2940375224877926,0,1,1,5
13114042,3,0,1,3,2,24,-2.5940375224877927,0,0,0,2
13114044,3,1,0,1,2,74,2.4059624775122073,0,1,0,4
13114061,3,1,1,3,1,26,-2.3940375224877926,0,0,0,3
13116013,3,0,0,2,2,46,-0.39403752248779256,0,0,1,4
13116015,3,0,0,3,2,48,-0.19403752248779255,0,0,1,2
13116018,3,0,1,1,2,36,-1.3940375224877926,1,1,1,4
13116021,3,0,0,3,2,68,1.8059624775122074,0,0,1,5
13116024,3,0,0,3,2,34,-1.5940375224877925,0,0,0,3
13116025,3,0,0,1,2,63,1.3059624775122074,0,1,0,2
13116031,3,0,1,3,1,74,2.4059624775122073,0,0,1,4
13117012,3,0,1,3,2,25,-2.4940375224877926,0,1,0,3
13117013,3,0,0,3,1,39,-1.0940375224877925,0,1,0,2
13117022,3,0,1,3,2,62,1.2059624775122075,0,0,0,4
13117031,3,0,0,3,1,26,-2.3940375224877926,1,1,1,4
13118011,3,1,1,3,2,41,-0.8940375224877926,1,1,1,5
13118021,3,0,1,3,1,65,1.5059624775122074,0,1,0,4
13118023,3,0,0,3,2,62,1.2059624775122075,0,1,0,2
13118026,3,0,0,3,2,29,-2.0940375224877927,0,0,1,4
13118027,3,0,0,3,2,74,2.4059624775122073,0,0,1,4
13118033,3,0,0,1,2,43,-0.6940375224877926,0,1,0,4
13118034,3,0,0,1,2,80,3.0059624775122074,0,0,0,4
13118042,3,0,1,1,2,77,2.7059624775122075,0,0,1,4
13118043,3,0,0,3,2,43,-0.6940375224877926,0,1,1,4
13119012,3,0,1,2,2,61,1.1059624775122074,1,0,0,4
13119013,3,1,1,1,1,72,2.2059624775122075,1,1,1,5
13119017,3,0,1,3,1,67,1.7059624775122075,0,1,1,4
13119027,3,1,1,3,1,38,-1.1940375224877926,0,1,0,4
13119028,3,0,1,3,2,53,0.30596247751220745,0,1,0,3
13119042,3,0,1,3,2,50,0.005962477512207442,1,0,0,1
13119043,3,0,1,1,2,71,2.1059624775122074,0,0,1,4
13119053,3,0,1,3,2,28,-2.1940375224877924,0,0,1,4
13119066,3,0,1,3,1,48,-0.19403752248779255,1,1,0,5
13119071,3,0,0,1,2,47,-0.2940375224877926,1,1,0,4
13119084,3,0,1,1,2,50,0.005962477512207442,1,0,1,4
13119101,3,0,0,1,2,74,2.4059624775122073,0,0,0,4
13119105,3,0,0,1,2,61,1.1059624775122074,0,0,0,4
13119107,3,0,1,3,2,42,-0.7940375224877926,0,0,0,3
13119111,3,0,0,1,2,54,0.40596247751220743,0,1,0,1
13119113,3,0,0,3,2,50,0.005962477512207442,0,1,0,1
13119114,3,0,0,1,2,34,-1.5940375224877925,1,0,1,4
13119115,3,0,1,1,2,54,0.40596247751220743,0,1,0,2
13119117,3,0,0,3,2,23,-2.6940375224877924,0,1,1,3
13119136,3,0,0,2,2,23,-2.6940375224877924,1,0,0,1
